HMX8950,NY,PAS,14
2W13A,NY,OMT,38
42283JZ,NY,COM,21
12211MG,NY,COM,46
28672MH,NY,COM,46
JNB5044,PA,PAS,38
1441,WY,PAS,21
FJA2553,NY,PAS,46
21834ME,NY,COM,42
390HRH,OR,PAS,50
14224MJ,NY,COM,47
ACS8210,NY,PAS,70
EBM8845,NY,PAS,37
GZN5776,NY,PAS,71
FEJ4610,NY,PAS,36
100VM,NY,SRF,20
52880MH,NY,COM,42
HLF3741,NY,PAS,38
HME3832,NY,PAS,21
JRV7796,PA,PAS,21
973,NY,VAS,38
2AVAF1,CT,PAS,40
C087382,CT,PAS,40
XU522N,NJ,PAS,46
FZX8942,NY,PAS,46
30408MC,NY,COM,14
68667MH,NY,COM,36
96143MB,NY,COM,38
VBS6310,VA,PAS,40
692RNK,FL,PAS,36
GMU5413,NY,PAS,38
CVG8394,NY,PAS,21
67667MH,NY,COM,40
GVC1192,NY,PAS,36
BKE8325,NY,PAS,36
13251TW,NY,TOW,36
17623MK,NY,COM,40
12569JY,NY,COM,38
107DDD,NY,SPO,7
GPW5892,NY,PAS,20
HNU1266,NY,PAS,20
F70GEP,NJ,PAS,14
XDSL81,NJ,PAS,47
GWG5875,NY,PAS,50
EJS4309,NY,PAS,98
EKE9259,NY,PAS,37
48768JZ,NY,COM,46
XW915N,NJ,PAS,14
GBE4428,NY,PAS,40
HFP5696,NY,PAS,71
31535JU,NY,COM,40
T665895C,NY,OMT,46
EDNASON,NY,SRF,38
35989MJ,NY,COM,82
HDJ7785,PA,PAS,24
41955JX,NY,COM,40
HJP4843,NY,PAS,20
FWZ8815,NY,PAS,14
HPU4930,NY,PAS,36
8892CZ,CT,CMB,21
47829MD,NY,COM,19
73441MG,NY,COM,47
EFY2042,NY,PAS,21
HWL4734,PA,PAS,74
EMM8151,NY,PAS,37
63444JM,NY,COM,19
90371MC,NY,COM,46
Y26CRJ,NJ,PAS,31
76TD28,NY,MOT,38
GHF2057,NY,PAS,36
T435176C,NY,OMT,36
76877MJ,NY,COM,37
GRH7130,NY,PAS,21
HWN1816,TX,PAS,21
FSZ8671,NY,PAS,14
XDLS80,NJ,PAS,14
ETF9022,NY,PAS,71
HJF2092,NY,PAS,38
EBW9207,NY,PAS,36
DBZ7195,NY,PAS,21
DGN4487,NY,PAS,36
GMZ9712,NY,PAS,71
DGJ9751,NY,PAS,36
XY237D,NJ,PAS,84
A19DVD,NJ,PAS,36
97256,MA,APP,77
EHA1740,NY,PAS,21
GCE9214,NY,PAS,17
XCMA58,NJ,PAS,53
GXA7604,NY,PAS,40
735ZVY,CT,PAS,21
9F69B,NY,OMT,36
HNJ3540,NY,PAS,38
HFE5815,NY,PAS,21
HGR5953,NY,PAS,14
GJK5307,NY,PAS,14
17626MK,NY,COM,46
5M39B,NY,OMT,19
HCF7990,NY,PAS,21
ATS3775,NY,PAS,21
34SW77,NY,MOT,21
RXB49E,NJ,PAS,36
R9D509,NY,PAS,71
AM479F,NJ,PAS,10
GZD7447,NY,PAS,50
B78AKY,NJ,PAS,38
DDJ8252,NY,PAS,46
FHV5859,NY,PAS,36
KHB4412,PA,PAS,20
T6835420,NY,OMT,21
F12GRE,NJ,PAS,24
HGR2303,NY,PAS,71
HKS5462,NY,PAS,38
HBS5720,NY,PAS,98
HCX7823,NY,PAS,23
EKF9820,NY,PAS,19
DF932Z,NY,PAS,53
GMR2584,NY,PAS,37
JYW5248,PA,PAS,21
GCE5560,NY,PAS,71
HFD1339,NY,PAS,20
HJR4081,NY,PAS,74
36598MH,NY,COM,16
GXC2952,NY,PAS,46
DSN6323,NY,PAS,24
EAW3389,NY,PAS,37
FCM7111,NY,PAS,38
HDF4570,NY,PAS,21
EGE9369,NY,PAS,21
97304JB,NY,COM,20
76253JY,NY,COM,46
GUV7315,NY,PAS,71
GMK4592,NY,PAS,19
FTY1182,NY,PAS,21
A58ETJ,NJ,PAS,36
GPV3988,NY,PAS,38
W81CNF,NJ,PAS,20
HLW7798,NY,PAS,14
ZRK24R,NJ,PAS,14
GMZ4346,NY,PAS,21
EVX4041,NY,PAS,7
N203606C,NY,OMT,36
OL4468J,NJ,PAS,21
GRU5176,NY,PAS,21
49966JG,NY,COM,37
BMLV150,ON,PAS,19
31690BB,NY,OMR,77
MYSUMMER,NY,OMT,20
GST8679,NY,PAS,14
GXR4201,NY,PAS,46
GFM6245,NY,PAS,21
HBN8474,NY,PAS,91
59622JW,NY,COM,10
ETN7313,NY,PAS,21
CVU3012,NY,PAS,21
FYB4398,NY,PAS,36
HBY7509,NY,PAS,19
HAK5607,NY,PAS,37
FLJ1982,TX,PAS,40
L45DKG,NJ,PAS,38
21791MG,NY,COM,5
FXX6545,NY,PAS,71
GLP9323,NY,PAS,38
HEK6758,NY,PAS,36
12460JY,NY,COM,38
AH20097,AZ,PAS,40
YLC28F,NJ,PAS,40
43601MG,NY,COM,21
JFW6671,PA,PAS,37
HPP349,DE,PAS,21
HLA6246,NY,PAS,71
31362MG,NY,COM,47
35050JU,NY,COM,19
GZK4605,NY,PAS,38
GRR5700,NY,PAS,20
HEB8184,NY,PAS,14
869ZR9,MA,999,53
GDV9810,NY,PAS,38
GVH9098,NY,PAS,70
EJG3090,NY,PAS,36
T638216C,NY,OMT,20
165TRX,CT,PAS,7
MSINGH,NY,SRF,37
XBPZ81,NJ,PAS,46
HCM6889,NY,PAS,38
71WC47,MA,PAS,21
HEJ9518,NY,PAS,38
HKB2413,NY,PAS,21
85795MC,NY,COM,46
HCR1371,NY,PAS,40
HFR6545,NY,PAS,71
62122MJ,NY,COM,40
HGU5174,NY,PAS,21
AP169V,NJ,PAS,18
21530JX,NY,COM,69
ENM3708,NY,PAS,14
T640396C,NY,OMT,19
85846MD,NY,COM,14
HAE6612,NY,PAS,71
HFP7192,NY,PAS,46
S25DSK,NJ,PAS,14
HMF6591,NY,PAS,21
L727629,NJ,PAS,21
GCF1897,NY,PAS,7
GNN9248,NY,PAS,21
VES2440,VA,PAS,7
BGR3063,NY,PAS,36
92814,NY,MED,36
D49HND,NJ,PAS,37
34555MD,NY,COM,47
HAT7232,NY,PAS,38
23800TC,NY,TRC,14
HFM9768,NY,PAS,37
HNF6718,NY,PAS,14
GNR5598,NY,PAS,21
FHD2704,NY,PAS,36
HAM6678,NY,PAS,36
GPY8489,NY,PAS,71
GXG5042,NY,PAS,38
26684MA,NY,COM,37
HAT6686,NY,PAS,21
FTV8624,NY,PAS,36
AS299T,NJ,PAS,69
TRW42B,NJ,PAS,46
2383103,IN,PAS,53
T712744C,NY,OMT,38
M322307,NJ,PAS,21
HBX2351,NY,PAS,20
EDN2797,NY,PAS,7
FCX7311,NY,PAS,14
GYR5020,NY,PAS,21
HCS9434,NY,PAS,7
VFP7291,VA,PAS,53
85562ME,NY,COM,38
41990JX,NY,COM,48
FLC9623,NY,PAS,21
GFM1718,NY,PAS,36
GAM6902,NY,PAS,71
53468JZ,99,COM,21
GFW3620,NY,PAS,98
HNB6369,NY,PAS,36
HKT4222,NY,PAS,14
21239MG,NY,COM,84
AT560J,NJ,PAS,38
ATE9889,NY,PAS,21
HNF4110,NY,PAS,36
EWM9132,NY,PAS,38
HCD4100,NY,PAS,71
W43GFH,NJ,PAS,38
HJC9828,NY,PAS,20
ESK4137,NY,PAS,36
HHU8104,NY,PAS,38
T696481C,NY,OMT,21
HFF4505,NY,PAS,36
20654ME,NY,COM,38
CRM6911,NY,PAS,14
HEE4014,NY,PAS,21
HHU7705,NY,PAS,36
89661JV,NY,COM,38
HWE6388,PA,PAS,14
NYRR,NY,RGL,36
GPH8659,NY,PAS,36
GAU8752,NY,PAS,36
GWE6116,NY,PAS,36
30182JF,NY,COM,46
JLN1340,PA,PAS,21
HDV1381,NY,PAS,38
XDGW94,NJ,PAS,42
EFD2730,NY,PAS,38
FLJ3099,NY,PAS,21
GVM6317,NY,PAS,70
HPA3069,NY,PAS,36
GDV2141,NY,PAS,38
27527ME,NY,COM,74
32295MA,NY,COM,14
22436JW,NY,COM,40
GEA2261,NY,PAS,38
HKF6916,NY,PAS,14
GYM9809,NY,PAS,7
32353PC,NY,IRP,46
ECL2156,NY,PAS,21
HDE3721,NY,OMS,38
GGB4757,NY,PAS,36
57011ME,NY,COM,16
PDB2482,NC,PAS,21
17596JE,NY,COM,14
91028MJ,NY,COM,14
FRJ7858,NY,PAS,20
EPY9505,NY,PAS,21
36733JX,NY,COM,21
GGT7948,NY,PAS,14
T693044C,NY,OMT,37
XANK50,NJ,PAS,85
GUZ4334,NY,PAS,53
HCS2336,NY,PAS,19
GZM3633,NY,PAS,38
HHJ5747,NY,PAS,21
25739MA,NY,COM,37
GWG7018,NY,PAS,70
GJH8815,NY,PAS,21
49731MA,NY,COM,46
GMS3982,NY,PAS,36
XJ275S,NJ,PAS,14
GWE6421,NY,PAS,21
AA00234,CT,PAS,14
GXU5070,NY,PAS,37
8CE6308,MD,PAS,40
AJ08289,CT,PAS,38
44267JZ,NY,COM,14
28874LV,NY,OML,36
T62GJP,NJ,PAS,19
VML8110,VA,PAS,20
HFP4684,NY,PAS,24
HCP8932,NY,PAS,50
XX120W,NJ,PAS,36
91599ME,NY,COM,69
FZN7149,NY,PAS,37
T686872C,NY,OMT,71
HLD7424,NY,PAS,21
HAL3201,NY,PAS,46
923156N,NJ,PAS,21
GND8994,NY,PAS,37
DUMBO,NY,SRF,31
GTB2097,NY,PAS,36
77993JV,NY,COM,21
HFD4826,NY,PAS,21
49734MA,NY,COM,14
DGN6881,NY,PAS,21
FBP6836,NY,PAS,74
GGR9506,NY,PAS,70
HFK6846,NY,PAS,20
848SSCV,CT,CMB,38
12411JY,NY,COM,38
ASV2478,NY,PAS,24
49317JX,NY,COM,14
39999MB,NY,COM,36
GXM8761,NY,PAS,37
XS465D,NJ,PAS,46
GHK9710,NY,PAS,38
30330MC,NY,COM,37
HBZ9785,NY,PAS,20
7HG44,AL,PAS,20
EVN1748,NY,PAS,36
59654MG,NY,COM,36
DHJ5741,NY,PAS,38
FJA9910,NY,PAS,20
25570MC,NY,COM,46
GLB8157,NY,PAS,7
JEHIEL,NY,SRF,20
EJY9809,NY,PAS,21
GWB7005,NY,PAS,71
GMT8049,NY,PAS,20
99828MC,NY,COM,46
HHG5974,NY,PAS,38
2405692,PA,PAS,21
M70HGT,NJ,PAS,37
GFM3693,NY,PAS,36
HNY5206,NY,PAS,74
HJY5787,NY,PAS,21
HMN1703,NY,PAS,40
71017JM,NY,COM,46
HJV1113,NY,PAS,36
HJP5565,NY,PAS,16
BLANKPLATE,99,999,46
XAYF77,NJ,PAS,21
AXU4790,NY,PAS,7
68218MG,NY,COM,47
FZM1848,NY,PAS,36
ETP1967,NY,PAS,21
XADY93,NJ,PAS,37
GUM5490,NY,PAS,21
29222MK,NY,COM,14
HMY3697,NY,PAS,71
88700JA,NY,COM,40
GFC5314,NY,PAS,21
GBE4270,NY,PAS,71
HLU6261,NY,PAS,38
GHG9797,NY,PAS,31
AVW6443,NY,PAS,36
58910MG,NY,COM,26
5733VQ,ME,PAS,40
72100MH,NY,COM,14
GYV8496,NY,PAS,38
38BR360,AL,PAS,21
66604MB,NY,COM,48
HHC5309,NY,PAS,36
S938464,IA,PAS,14
FBD7363,NY,PAS,71
FEP2455,NY,PAS,20
T703619C,NY,OMT,13
EEC9257,NY,PAS,36
AT985A,NJ,PAS,84
HMA6778,NY,PAS,38
KCD4692,PA,PAS,31
GOFDX,NY,COM,46
20410AD,NY,COM,21
GZP8205,NY,PAS,38
HHK8137,NY,PAS,38
FLW5550,NY,PAS,37
PRF4639,GA,PAS,46
EEM6114,NY,PAS,36
731762B,TX,PAS,21
KHE1889,PA,PAS,7
FJL6037,NY,PAS,50
12133JY,NY,COM,38
65936MK,NY,COM,46
HMU5912,NY,PAS,38
JPC4516,PA,PAS,19
54295PC,NY,APP,19
FSJ1102,NY,PAS,21
FRY1035,NY,PAS,20
XCGT11,NJ,PAS,82
22834JK,NY,COM,5
OYA8199,NJ,PAS,48
GBV6820,NY,PAS,70
FWP9546,NY,PAS,21
853NG3,MA,PAS,21
C52DUH,NJ,PAS,21
ECT9910,NY,PAS,38
HNR3840,NY,999,21
530LAW,FL,PAS,20
PTJ969,NY,PAS,36
ZD53LE,NJ,PAS,14
EGZ5296,NY,PAS,71
2028134,IN,PAS,84
T674455C,NY,OMT,16
EEH3996,NY,PAS,21
T672543C,NY,OMT,38
GGA4266,NY,PAS,14
FSY6987,NY,PAS,14
GNN27768,NY,PAS,21
HJR5750,NY,PAS,14
HCC2829,NY,PAS,14
HBU4265,NY,PAS,71
GRN3101,NY,PAS,7
99H1010,TN,PAS,21
CZM4111,NY,PAS,7
HPL5772,NY,PAS,21
T724474C,NY,OMT,36
GSU8031,NY,PAS,20
HPJ4663,NY,PAS,36
FCN6061,NY,PAS,21
88040MH,NY,COM,21
HMC7627,NY,PAS,70
GWY8527,NY,PAS,71
HKT3209,NY,PAS,19
EMK5934,NY,PAS,7
XBYW36,NJ,PAS,50
HCL5539,NY,PAS,21
HKM3744,NY,PAS,36
19603TT,NY,TOW,36
75213MH,NY,COM,14
EUG5313,NY,PAS,36
GXB8128,NY,PAS,20
67173MC,NY,COM,38
PAL7145,MN,PAS,47
GMT8516,NY,PAS,71
GGN8817,NY,PAS,31
10632JU,NY,COM,14
483TFM,TN,PAS,21
EPF5214,NY,PAS,38
MH718,RI,PAS,38
GMZ9316,NY,PAS,37
EUM7025,NY,PAS,46
GKB1444,NY,PAS,21
HHL8974,NY,PAS,36
2588073,IN,PAS,19
GSB3078,NY,PAS,38
HLW1524,NY,PAS,37
72108MH,NY,COM,38
GER1584,NY,PAS,7
HRH9120,NY,PAS,21
HHT7133,NY,PAS,38
FTJ4934,NY,PAS,21
HJY2207,NY,PAS,74
HHP7446,NY,PAS,31
KKN4822,PA,PAS,46
GYB8478,NY,PAS,36
13041MJ,NY,COM,47
GYX5626,NY,PAS,21
GHM9658,NY,PAS,38
HLA4803,NY,PAS,74
T631317C,NY,OMT,21
ASG8770,NY,PAS,14
GVU9201,NY,PAS,37
XDDX12,NJ,PAS,38
GTC4836,NY,PAS,24
10992ME,NY,COM,40
AP656S,NJ,PAS,38
GNF2877,NY,PAS,21
HFP5029,NY,PAS,21
HGL1239,NY,PAS,21
FXK5768,NY,PAS,20
HDY4158,NY,PAS,71
GMW3411,NY,PAS,31
GUY5928,NY,PAS,21
GPG1213,NY,PAS,70
AP166T,NJ,PAS,14
17236MH,NY,COM,19
GFL3297,NY,PAS,20
XCEG93,NJ,PAS,16
XZ223J,NJ,PAS,69
XCYU94,NJ,PAS,14
BLANKPLATE,99,999,74
GXV2822,NY,PAS,36
HHS1641,NY,PAS,7
XDYD73,NJ,PAS,69
GEG1583,NY,PAS,38
AP338E,NJ,PAS,14
13237JW,NY,COM,36
GNV8363,NY,PAS,70
GZD3951,NY,PAS,21
XJX4470,PA,PAS,84
HBE5264,NY,PAS,20
JONNAS,NY,SRF,40
GSS9862,NY,PAS,36
HAP9881,NY,PAS,36
HFG7121,NY,PAS,16
63383JT,NY,COM,69
69975MJ,NY,COM,47
HGM9849,NY,PAS,71
EUX8678,NY,PAS,21
HBX4254,NY,PAS,38
9V12H,NY,OMT,38
GPV4492,NY,PAS,36
HFV7703,NY,PAS,38
DVA1919,NY,PAS,19
83146ME,NY,COM,14
HFS9255,NY,PAS,36
55179ME,NY,COM,10
T701050C,NY,OMT,36
6DQT356,CA,PAS,14
36488ME,NY,COM,47
HLG4926,NY,PAS,5
HKV4674,NY,PAS,38
V84FXV,NJ,PAS,7
W56GSE,NJ,PAS,14
HBT2206,NY,PAS,37
HLA6845,NY,PAS,71
HFM4841,NY,PAS,36
AB80443,CT,PAS,46
GCP8663,NY,PAS,80
R5634P,TN,PAS,40
THANEDAR,NY,OMT,31
T715157C,NY,OMT,20
K70BCS,NJ,PAS,38
T682917C,NY,OMT,46
GLC1162,NY,PAS,40
JVN4312,PA,PAS,38
DLZ8901,NY,PAS,14
99886MC,NY,COM,14
JFE0579,PA,PAS,50
DRX5800,NY,PAS,36
HGK5374,NY,PAS,40
FYW7060,NY,PAS,21
N203399C,NY,OMT,5
83038ME,NY,COM,14
ZGG2970,PA,PAS,36
T677560C,NY,OMT,38
T635722C,NY,OMT,36
GKW7146,NY,PAS,36
GUU9995,NY,PAS,36
35079MD,NY,COM,42
85849MA,NY,COM,40
JGL6885,PA,PAS,21
85773JX,NY,COM,38
GKP5732,NY,PAS,21
N78FLU,NJ,PAS,36
Z317820,IL,PAS,31
EWN1057,NY,PAS,38
FFY2020,NY,PAS,46
HJG3097,NY,PAS,36
T687600C,NY,OMT,24
R57AAE,NJ,PAS,14
HAB4875,NY,PAS,38
GEX1404,NY,PAS,37
98166MD,NY,COM,42
GVH4035,PA,PAS,21
GPN6161,NY,PAS,46
HEA8485,NY,OMS,36
HCD3158,NY,PAS,74
84302T,VA,PAS,21
18752MH,NY,COM,17
HPD1970,NY,PAS,19
95707MC,NY,COM,46
HRC9475,NY,PAS,7
50501JT,NY,COM,14
62935JM,NY,COM,14
50104MH,NY,COM,19
FGP8657,NY,PAS,38
UNZ802,NY,PAS,36
MHM933,SC,PAS,38
GYJ5951,NY,PAS,38
GYP8889,NY,PAS,71
HDV2678,NY,PAS,37
GUG9349,NY,PAS,21
12047JY,NY,COM,69
J96GMD,NJ,PAS,37
2380604,IN,PAS,84
GGT8868,NY,PAS,7
AN294N,NJ,PAS,40
CMMCK,TX,PAS,38
HLE9929,NY,PAS,14
W28HDS,NJ,PAS,36
KBN2190,PA,PAS,36
DGM8721,NY,PAS,36
XW347T,NJ,PAS,20
58577JZ,NY,COM,38
EUZ1312,NY,PAS,40
HKW1987,NY,PAS,36
EVM6598,NY,PAS,21
HMK1149,NY,PAS,74
DWKN70,FL,PAS,20
HHA6371,NY,PAS,36
CWM3813,NY,PAS,40
HHB6458,NY,PAS,40
XWD5801,VA,PAS,46
HFE4369,NY,PAS,21
GXL3727,NY,PAS,37
HPN9774,NY,PAS,74
56363KA,NY,COM,38
HDF5609,NY,PAS,71
HHF5026,NY,PAS,21
T659832C,NY,OMT,14
GTZ2070,NY,PAS,38
HGJ2021,NY,PAS,40
GYV3087,NY,PAS,38
KBY7419,PA,PAS,36
33147MK,NY,COM,46
GMR8112,NY,PAS,71
FRZ3573,NY,PAS,14
HFH3628,NY,PAS,36
2240653,IN,PAS,14
HJY6578,NY,PAS,37
GTL5801,NY,PAS,36
HFF9841,NY,PAS,21
20188MB,NY,COM,38
HFG4313,NY,PAS,7
30661MA,NY,COM,14
HCS2424,NY,PAS,36
ENS9253,NY,PAS,24
GBP8071,NY,PAS,21
XAGW46,NJ,PAS,21
H25FHZ,NJ,PAS,38
GMR3386,NY,PAS,71
67171MD,NY,COM,38
HAS5112,NY,PAS,21
T738567C,NY,OMT,21
GBD7091,NY,PAS,37
EXP9969,NY,PAS,40
HSC8642,NY,PAS,21
T13AZX,NJ,PAS,38
GNN6005,NY,PAS,36
450SEY,CT,PAS,21
FYW4686,NY,PAS,21
55801JJ,NY,COM,36
GDM8277,NY,PAS,46
KBK7452,PA,PAS,36
AG84195,AZ,PAS,78
FJB1476,NY,PAS,21
GHL2282,NY,PAS,36
T663277C,NY,OMT,36
YCNZ15,NJ,PAS,38
HGR5863,NY,PAS,36
HEM8411,NY,PAS,7
DHW7141,NY,PAS,71
GTC2970,NY,PAS,70
HMX9162,NY,PAS,36
HGM9782,NY,PAS,16
GPR1060,NY,PAS,21
HKM6966,NY,OMS,21
ENQT55,FL,PAS,7
AS972S,NJ,PAS,21
11AH74,MA,PAS,14
T426737C,NY,OMT,21
DYP8042,NY,PAS,7
CTX3627,NY,PAS,24
FZT5005,NY,PAS,7
2028133,IN,PAS,84
V41GCR,NJ,PAS,38
HCS4873,NY,PAS,7
HAR2738,NY,PAS,36
GYH6407,NY,PAS,20
268DDD,NY,SPO,36
91878MB,NY,COM,14
HHS5227,NY,PAS,38
FBG3249,NY,PAS,38
53185JX,NY,COM,37
GEL4496,NY,PAS,21
D705HT,TN,PAS,69
HTV5783,PA,PAS,38
DJE1983,MI,PAS,38
GYM6658,NY,PAS,21
80921MH,NY,COM,82
89882JV,NY,COM,17
83290MD,NY,COM,19
HNY7165,NY,PAS,71
HCV4449,NY,PAS,36
GSS803,VT,PAS,50
5XP943,NY,PAS,36
HBN8919,NY,PAS,46
GVZ1407,NY,PAS,7
GWH8469,NY,PAS,70
AGM9013,NY,PAS,7
4CMH482,CA,PAS,68
CWP4893,NY,PAS,71
Z89CYH,NJ,PAS,36
FWY7687,NY,PAS,21
GKV9373,NY,PAS,36
HAU1658,NY,PAS,37
FLX2674,NY,PAS,14
X92FSM,NJ,PAS,24
FZH3835,NY,PAS,38
JPA2121,PA,PAS,36
GVK6209,NY,PAS,37
GWF1975,NY,PAS,36
T713160C,NY,OMT,9
42447MH,NY,COM,46
HAY5880,NY,PAS,14
T686150C,NY,OMT,36
63162MD,NY,COM,38
HJH4995,NY,PAS,36
HDW5569,NY,PAS,36
GLS6347,NY,PAS,21
55106MB,NY,COM,10
HJV2326,NY,PAS,71
CSHV03,FL,PAS,37
56090BA,NY,OMR,77
VFW9441,VA,PAS,14
FXB2287,NY,PAS,36
CDPE57,FL,PAS,20
T692737C,NY,OMT,36
12837JB,NY,COM,38
ASW2109,NY,PAS,68
HBU6907,NY,PAS,21
T692003C,NY,OMT,36
19358JU,99,COM,46
44214ME,NY,COM,36
HDN9923,NY,PAS,37
12127MJ,NY,COM,40
GTE5903,NY,PAS,20
42648MG,NY,COM,35
GRH9256,NY,PAS,48
EPD3783,NY,PAS,21
GSC8976,NY,PAS,37
64921JT,NY,COM,20
GKW8725,NY,PAS,36
GHN6806,NY,PAS,51
T639150C,NY,OMT,21
T665101C,NY,OMT,21
PPL3935,GA,PAS,38
WLDB0SS,GA,PAS,21
D03SU,FL,PAS,21
QU655,RI,PAS,19
BNZF31,FL,PAS,21
12040MJ,NY,COM,21
HLY9761,NY,PAS,21
HBX2262,NY,PAS,21
GYW6429,NY,PAS,36
LPV63K,NJ,PAS,36
K78FFL,NJ,PAS,20
HFA3346,NY,PAS,36
GSU4156,OH,PAS,7
DND4427,NY,PAS,38
GAR2279,NY,PAS,52
GHR9886,NY,PAS,40
T668962C,NY,OMT,7
45959MH,NY,COM,37
KGM0645,PA,PAS,21
GEN1029,NY,PAS,36
T717493C,NY,OMT,38
GYT3978,NY,PAS,21
FWD5326,NY,PAS,40
GJU4869,NY,PAS,21
HCN1049,NY,PAS,21
92163MG,NY,COM,5
GXR4859,NY,PAS,21
R16GNM,NJ,PAS,36
